run, avgwait, avgtottime
2512, 2.61928901301, 8.47524234529
2513, 11.6799589727, 18.545931744
2514, 4.36765811445, 10.0085853475
2515, 5.39607213713, 11.3758698581
2516, 4.20657068302, 10.3708973217
2517, 5.50067498257, 12.6217612833
2518, 9.85731814186, 16.3843290763
2519, 3.14997562087, 8.42605486292
2520, 8.65274160049, 15.7948395205
2521, 5.6484398582, 11.8280369321
2522, 4.34156165622, 10.1156261356
2523, 10.5381855614, 17.6905540824
2524, 3.30530796726, 8.7828625681
2525, 2.8752157824, 9.08998012645
2526, 8.36389593588, 14.2184106249
2527, 2.90295218452, 8.28862280977
2528, 3.39395166055, 9.32766490237
2529, 1.33862643174, 5.46773243822
2530, 3.87389103057, 10.508368734
2531, 4.3204908976, 10.7878025438
2532, 4.67536005539, 10.6185406399
2533, 2.57056400245, 8.0900889769
2534, 3.49512291276, 9.83252971863
2535, 6.68258398791, 12.6976406091
2536, 3.12849626332, 9.84311049787
2537, 3.90805903065, 9.831633891
2538, 3.31349151059, 8.91677622056
2539, 4.29421620053, 10.2285056635
2540, 2.09711397484, 7.60235247601
2541, 3.66589465661, 10.1604538449
2542, 7.16830115747, 13.501813297
2543, 4.26874067445, 10.1529950964
2544, 6.77431433274, 12.6054651319
2545, 7.8999404215, 13.6734258422
2546, 6.73386835359, 13.0116338129
2547, 4.44062796866, 10.6159637844
2548, 3.22795302163, 8.38756003181
2549, 4.24261532698, 9.83044735468
2550, 5.72022433586, 11.7593668054
2551, 4.65403512562, 10.7235839922
2552, 3.71907191268, 9.5711699211
2553, 2.86693119062, 7.98575242451
2554, 4.09303645197, 10.4910220047
2555, 3.01617224974, 9.08128924167
2556, 4.30096768461, 10.1276169212
2557, 6.44330092864, 13.6518153841
2558, 3.64195292429, 9.02537284579
2559, 5.12968622291, 11.3367776607
2560, 9.02121011489, 16.2813589956
2561, 3.78896931027, 9.97397145877
2562, 8.07027764301, 14.5635461568
2563, 5.40262128757, 11.0009552666
2564, 5.00406446267, 12.328548841
2565, 3.75770818272, 9.8295532632
2566, 5.71371877055, 11.8982876326
2567, 3.74756057667, 9.17291496634
2568, 5.04076890174, 10.9066911593
2569, 5.34562287654, 11.3748738065
2570, 7.57442233116, 14.5204772158
