u1, u2, avgwait, avgtottime, avgn, avgempty, avgleft
0.14285714285714285, 0.3333333333333333, 7.44569345162, 12.4679690952, 2.8567610931, 0.521067321683, 0.0
0.14285714285714285, 0.25, 8.06756018682, 13.577277777, 3.0658450236, 0.474100547399, 0.0
0.14285714285714285, 0.2, 9.10297603487, 15.1129557405, 3.3603182783, 0.428083623867, 0.0
0.14285714285714285, 0.16666666666666666, 10.8181648316, 17.3229943473, 3.78212903807, 0.381019398897, 0.0
0.14285714285714285, 0.14285714285714285, 13.4040677529, 20.3934523258, 4.33105763594, 0.341003866294, 0.0
0.14285714285714285, 0.125, 17.4870453017, 24.9900301286, 5.09888400503, 0.301471897695, 0.0
0.14285714285714285, 0.1111111111111111, 22.7740536926, 30.7823907482, 5.97392255063, 0.273112719219, 0.0
0.14285714285714285, 0.1, 29.9812930482, 38.4859928905, 7.06828706517, 0.24748168603, 0.0
0.125, 1.0, 10.6883162484, 15.1877468189, 3.26542390624, 0.582031016901, 0.0
0.125, 0.5, 10.8318265677, 15.8262045971, 3.3991915537, 0.534818644211, 0.0
0.125, 0.3333333333333333, 11.4279725638, 16.9351163559, 3.60795829745, 0.484965980465, 0.0
0.125, 0.25, 11.9390799127, 17.937702481, 3.81386021511, 0.437389272941, 0.0
0.125, 0.2, 12.8404521697, 19.3296851556, 4.07062215697, 0.391403485498, 0.0
0.125, 0.16666666666666666, 14.7911444211, 21.7873507427, 4.52991151118, 0.34567449338, 0.0
0.125, 0.14285714285714285, 17.4164020778, 24.9103999277, 5.10386115309, 0.301103813111, 0.0
0.125, 0.125, 21.5310300652, 29.5347822742, 5.87607322395, 0.263454939956, 0.0
0.125, 0.1111111111111111, 26.7606655262, 35.2650493651, 6.74948537635, 0.234099564023, 0.0
0.125, 0.1, 33.659601955, 42.6648321339, 7.75257980526, 0.211768099547, 0.0
0.1111111111111111, 1.0, 16.2557770159, 21.2680501001, 4.19960911584, 0.552080190254, 0.0
0.1111111111111111, 0.5, 16.2885044675, 21.7936609353, 4.32062543216, 0.502940088289, 0.0
0.1111111111111111, 0.3333333333333333, 16.8631906803, 22.865147282, 4.51807842278, 0.454566407973, 0.0
0.1111111111111111, 0.25, 17.6082504886, 24.1226285123, 4.75099738979, 0.405639232919, 0.0
0.1111111111111111, 0.2, 18.4998118405, 25.5064123291, 5.02131991111, 0.360022366432, 0.0
0.1111111111111111, 0.16666666666666666, 20.1579411347, 27.6623381932, 5.42770394404, 0.315334214569, 0.0
0.1111111111111111, 0.14285714285714285, 22.7023493028, 30.699913316, 5.97193761937, 0.272824386027, 0.0
0.1111111111111111, 0.125, 26.9606020413, 35.4657465113, 6.79362515982, 0.232586039954, 0.0
0.1111111111111111, 0.1111111111111111, 32.287469878, 41.2899444252, 7.68191857603, 0.203508784582, 0.0
0.1111111111111111, 0.1, 39.4748297601, 48.9897228585, 8.72089889841, 0.180392890698, 0.0
0.1, 1.0, 23.1095891039, 28.6207735246, 5.22085491121, 0.528983999286, 0.0
0.1, 0.5, 23.2261424068, 29.227857808, 5.33858659065, 0.480527943035, 0.0
0.1, 0.3333333333333333, 23.7216324609, 30.2234700277, 5.52731141136, 0.431172012684, 0.0
0.1, 0.25, 24.5554184862, 31.556111658, 5.79312549768, 0.382511017096, 0.0
0.1, 0.2, 25.6463788913, 33.1637464195, 6.08625238987, 0.334313861103, 0.0
0.1, 0.16666666666666666, 27.1373453239, 35.1365102892, 6.46842169656, 0.289937276799, 0.0
0.1, 0.14285714285714285, 29.6765342424, 38.1673453064, 7.01336544921, 0.24886242525, 0.0
0.1, 0.125, 33.7036124032, 42.7082910171, 7.78761679014, 0.209574572393, 0.0
0.1, 0.1111111111111111, 39.122928021, 48.613752073, 8.68615294999, 0.180803165779, 0.0
0.1, 0.1, 45.9910025694, 55.9904300351, 9.70052964479, 0.157233568827, 0.0
