maxqlen, u1, u2, avgwait, avgtottime, avgn, avgempty, avgleft
5, 0.14285714285714285, 0.1, 0.72498637625, 9.13022121707, 2.03285695027, 0.484461965383, 0.294627675179
10, 0.14285714285714285, 0.1, 2.02999714454, 10.4217547505, 2.495720589, 0.427697336078, 0.207804592473
15, 0.14285714285714285, 0.1, 3.43962891184, 11.8098439077, 2.87007159783, 0.388200621337, 0.152653095086
20, 0.14285714285714285, 0.1, 4.80720971468, 13.1498896604, 3.18797917166, 0.359251606535, 0.115055367352
25, 0.14285714285714285, 0.1, 6.11437304858, 14.4667575677, 3.46123470206, 0.337862818515, 0.088942954806
