maxqlen, u1, u2, avgwait, avgtottime, avgn, avgempty, avgleft
0.1, 0.14285714285714285, 0.1, 14.4839459705, 22.7506982705, 4.75808979516, 0.277555965557, 0.0
0.2, 0.14285714285714285, 0.1, 14.5380884638, 22.8016297188, 4.76515826874, 0.274984933488, 0.0
0.3, 0.14285714285714285, 0.1, 14.3477227173, 22.613870718, 4.7271619585, 0.2750412277, 0.0
0.4, 0.14285714285714285, 0.1, 14.2276145764, 22.472467187, 4.707534644, 0.27440203405, 0.0
0.5, 0.14285714285714285, 0.1, 14.2595598913, 22.5183086645, 4.71564694897, 0.274471131123, 0.0
