u1, u2, avgwait, avgtottime, avgn, avgempty, avgleft
1.0, 1.0, 0.0917313525124, 1.09284774461, 0.715869874602, 0.908591791893, 0.0
1.0, 0.5, 0.214470108112, 1.7042160418, 0.836545502806, 0.8693535362, 0.0
1.0, 0.3333333333333333, 0.385970395477, 2.33371344325, 0.959078618092, 0.83785605704, 0.0
1.0, 0.25, 0.587934300345, 2.95408237408, 1.078914134, 0.812571532449, 0.0
1.0, 0.2, 0.797449723291, 3.53786771677, 1.19160135719, 0.792525428022, 0.0
1.0, 0.16666666666666666, 1.02210405627, 4.09486385298, 1.30026814717, 0.776353384254, 0.0
1.0, 0.14285714285714285, 1.24179140638, 4.61888711952, 1.39815578228, 0.764609864391, 0.0
1.0, 0.125, 1.45350642772, 5.09147197111, 1.4888951341, 0.755072550824, 0.0
1.0, 0.1111111111111111, 1.65869295614, 5.53896318406, 1.57286552107, 0.747139701674, 0.0
1.0, 0.1, 1.85234117523, 5.93954492295, 1.64847202107, 0.741652719665, 0.0
0.5, 1.0, 0.21346319431, 1.70335049694, 0.836135920304, 0.869916311165, 0.0
0.5, 0.5, 0.353975842074, 2.35329078067, 0.963810615299, 0.826977811598, 0.0
0.5, 0.3333333333333333, 0.557608549498, 3.04359079838, 1.09845081987, 0.789133821769, 0.0
0.5, 0.25, 0.795198382626, 3.72179893974, 1.23114428955, 0.757728655388, 0.0
0.5, 0.2, 1.06608721026, 4.40502370733, 1.36295481936, 0.731560378951, 0.0
0.5, 0.16666666666666666, 1.33820249634, 5.04520652515, 1.48435316108, 0.710158238365, 0.0
0.5, 0.14285714285714285, 1.62042794093, 5.65306318615, 1.59792558117, 0.692305145074, 0.0
0.5, 0.125, 1.89488985, 6.21724393925, 1.70799067287, 0.676689499516, 0.0
0.5, 0.1111111111111111, 2.16764538349, 6.75220336375, 1.80924986617, 0.664357495931, 0.0
0.5, 0.1, 2.42037045011, 7.23119780987, 1.89849400899, 0.654536606025, 0.0
0.3333333333333333, 1.0, 0.382430605295, 2.33034395376, 0.956627477982, 0.838470698427, 0.0
0.3333333333333333, 0.5, 0.558897288625, 3.04369026792, 1.09941285375, 0.788622587887, 0.0
0.3333333333333333, 0.3333333333333333, 0.811297525314, 3.81180562952, 1.25094120376, 0.745430826916, 0.0
0.3333333333333333, 0.25, 1.11999168715, 4.60088295869, 1.40296148786, 0.708372838728, 0.0
0.3333333333333333, 0.2, 1.47702869054, 5.40046962302, 1.55662803669, 0.675942628728, 0.0
0.3333333333333333, 0.16666666666666666, 1.86459588566, 6.19471022271, 1.70919459135, 0.646365475997, 0.0
0.3333333333333333, 0.14285714285714285, 2.23767433191, 6.92341299129, 1.84753788779, 0.623295699488, 0.0
0.3333333333333333, 0.125, 2.62825049756, 7.63123482781, 1.97942555731, 0.603652053443, 0.0
0.3333333333333333, 0.1111111111111111, 3.02341690282, 8.32027689125, 2.10743773939, 0.586661888641, 0.0
0.3333333333333333, 0.1, 3.42512411675, 8.97615022904, 2.23682867729, 0.569637435997, 0.0
0.25, 1.0, 0.58184795938, 2.94106537267, 1.07719509661, 0.812887988823, 0.0
0.25, 0.5, 0.796955062392, 3.73081890244, 1.23186419392, 0.758106883478, 0.0
0.25, 0.3333333333333333, 1.12429297865, 4.60837793202, 1.40119521004, 0.708316031006, 0.0
0.25, 0.25, 1.54182414161, 5.54676444191, 1.58602491512, 0.663121740778, 0.0
0.25, 0.2, 2.00097550132, 6.46872851467, 1.7620120145, 0.625304050154, 0.0
0.25, 0.16666666666666666, 2.57347580846, 7.49430582888, 1.96209421062, 0.588384198343, 0.0
0.25, 0.14285714285714285, 3.12585569083, 8.43582464342, 2.13752938344, 0.559569487395, 0.0
0.25, 0.125, 3.69141011849, 9.34731818638, 2.31181613653, 0.533547864576, 0.0
0.25, 0.1111111111111111, 4.30008865866, 10.279901056, 2.48504940916, 0.51075525344, 0.0
0.25, 0.1, 4.89667115705, 11.1730931518, 2.64798473713, 0.490426113062, 0.0
0.2, 1.0, 0.801339189796, 3.53872462148, 1.19410269587, 0.792704074826, 0.0
0.2, 0.5, 1.06506684455, 4.40295041461, 1.36246947649, 0.731297153541, 0.0
0.2, 0.3333333333333333, 1.46155656624, 5.38409408442, 1.54967697397, 0.676357853352, 0.0
0.2, 0.25, 2.02280485353, 6.50208546002, 1.77003452183, 0.624314898713, 0.0
0.2, 0.2, 2.68845399729, 7.68770152879, 2.00046535599, 0.577785999555, 0.0
0.2, 0.16666666666666666, 3.43877284808, 8.92450565344, 2.23029850681, 0.537102671867, 0.0
0.2, 0.14285714285714285, 4.29894143232, 10.2054614403, 2.47630705621, 0.500802066352, 0.0
0.2, 0.125, 5.21988827867, 11.524316695, 2.72977084594, 0.465916705195, 0.0
0.2, 0.1111111111111111, 6.21888606421, 12.8855797758, 2.9778354115, 0.437489683951, 0.0
0.2, 0.1, 7.15862911531, 14.1306220527, 3.20453064329, 0.413256805432, 0.0
0.16666666666666666, 1.0, 1.01671312792, 4.0883477108, 1.29746148343, 0.776843077835, 0.0
0.16666666666666666, 0.5, 1.33489391466, 5.03413559185, 1.48193092944, 0.710907126632, 0.0
0.16666666666666666, 0.3333333333333333, 1.84893643641, 6.17088774055, 1.70627428558, 0.647467474958, 0.0
0.16666666666666666, 0.25, 2.54534404046, 7.46219399191, 1.95176438823, 0.589911604378, 0.0
0.16666666666666666, 0.2, 3.44665145228, 8.92923233581, 2.23177471635, 0.537193730677, 0.0
0.16666666666666666, 0.16666666666666666, 4.51359075189, 10.5090305423, 2.53994363941, 0.487621428533, 0.0
0.16666666666666666, 0.14285714285714285, 5.79296035569, 12.2651216386, 2.8678202751, 0.44418515947, 0.0
0.16666666666666666, 0.125, 7.18703998532, 14.0899615337, 3.20474966792, 0.406029775298, 0.0
0.16666666666666666, 0.1111111111111111, 8.70303377904, 16.0043259588, 3.54576499442, 0.373469443031, 0.0
0.16666666666666666, 0.1, 10.4540067629, 18.1214289621, 3.93505198928, 0.341787752478, 0.0
0.14285714285714285, 1.0, 1.23861993209, 4.61217106692, 1.39928034142, 0.763801108838, 0.0
0.14285714285714285, 0.5, 1.6110760516, 5.63579264821, 1.59665062072, 0.692360826129, 0.0
0.14285714285714285, 0.3333333333333333, 2.24484562555, 6.92482659775, 1.84997055508, 0.623072179552, 0.0
0.14285714285714285, 0.25, 3.14335785592, 8.46218812411, 2.14757773273, 0.557511900723, 0.0
0.14285714285714285, 0.2, 4.33099496086, 10.2520266124, 2.48770910497, 0.498210244529, 0.0
0.14285714285714285, 0.16666666666666666, 5.8829199936, 12.3811123935, 2.88925685379, 0.44197846741, 0.0
0.14285714285714285, 0.14285714285714285, 7.57574159573, 14.5729993824, 3.29460309631, 0.394316654794, 0.0
0.14285714285714285, 0.125, 9.73743374019, 17.207679849, 3.77551665186, 0.352244072806, 0.0
0.14285714285714285, 0.1111111111111111, 12.1916611723, 20.10493128, 4.28967264727, 0.312856053866, 0.0
0.14285714285714285, 0.1, 14.8702604228, 23.1652157397, 4.8304369064, 0.280749069674, 0.0
0.125, 1.0, 1.44635058059, 5.08324701447, 1.48401137215, 0.754998929877, 0.0
0.125, 0.5, 1.88861159246, 6.19920220958, 1.70633176116, 0.67748666646, 0.0
0.125, 0.3333333333333333, 2.625802267, 7.63186851875, 1.97893398291, 0.60466913035, 0.0
0.125, 0.25, 3.69487487901, 9.35354667301, 2.31148689135, 0.5349131675, 0.0
0.125, 0.2, 5.22249119289, 11.5317895962, 2.72510410992, 0.467009984234, 0.0
0.125, 0.16666666666666666, 7.14232098663, 14.0521555741, 3.19231141752, 0.407161625911, 0.0
0.125, 0.14285714285714285, 9.81314412234, 17.29623193, 3.79060071336, 0.350347743156, 0.0
0.125, 0.125, 12.7849029732, 20.7893745813, 4.40909334148, 0.302275510542, 0.0
0.125, 0.1111111111111111, 16.474763061, 24.9601001628, 5.13136493221, 0.261146891771, 0.0
0.125, 0.1, 20.4550171776, 29.3818452467, 5.85977498439, 0.229072667281, 0.0
0.1111111111111111, 1.0, 1.65475855253, 5.53323470036, 1.5686804849, 0.747720614908, 0.0
0.1111111111111111, 0.5, 2.15960274431, 6.7366286507, 1.80410172454, 0.665340940707, 0.0
0.1111111111111111, 0.3333333333333333, 3.02089054906, 8.31112025907, 2.10933789293, 0.58614487229, 0.0
0.1111111111111111, 0.25, 4.34916955131, 10.3481648194, 2.50031407543, 0.508371580173, 0.0
0.1111111111111111, 0.2, 6.15859225934, 12.8185227162, 2.96361325561, 0.439486875759, 0.0
0.1111111111111111, 0.16666666666666666, 8.77314259294, 16.0747227805, 3.5691671606, 0.371214956826, 0.0
0.1111111111111111, 0.14285714285714285, 12.062617794, 19.9703012972, 4.26937801159, 0.313914620703, 0.0
0.1111111111111111, 0.125, 16.2597707193, 24.747710649, 5.08829109335, 0.26205245124, 0.0
0.1111111111111111, 0.1111111111111111, 21.1210140693, 30.1213858746, 5.96633908151, 0.224429893293, 0.0
0.1111111111111111, 0.1, 26.1723896513, 35.6409191777, 6.82804078017, 0.190357244551, 0.0
0.1, 1.0, 1.85017856916, 5.93693615706, 1.6459834839, 0.742214066834, 0.0
0.1, 0.5, 2.41049453411, 7.21619912215, 1.89682596847, 0.654352171896, 0.0
0.1, 0.3333333333333333, 3.43286987791, 8.99456227404, 2.23454677978, 0.569720330556, 0.0
0.1, 0.25, 4.91015842666, 11.1763138534, 2.65115613763, 0.490663632508, 0.0
0.1, 0.2, 7.16969741074, 14.1417896163, 3.20835954722, 0.414205118939, 0.0
0.1, 0.16666666666666666, 10.4358943277, 18.1122843196, 3.92637176038, 0.34280632446, 0.0
0.1, 0.14285714285714285, 14.7693781995, 23.0729188567, 4.80928756259, 0.280412104989, 0.0
0.1, 0.125, 20.1062804183, 29.0137914297, 5.79314392296, 0.230263728926, 0.0
0.1, 0.1111111111111111, 26.5122545696, 35.9937207962, 6.88528872645, 0.189396339013, 0.0
0.1, 0.1, 32.9315811398, 42.9216894581, 7.91822909799, 0.159848337705, 0.0
