u1, u2, avgwait, avgtottime
0.16666666666666666, 0.25, 2.61767994856, 7.54758989196
0.16666666666666666, 0.2, 3.45964756649, 8.94305565373
0.16666666666666666, 0.16666666666666666, 4.54332563692, 10.5396669733
0.16666666666666666, 0.14285714285714285, 5.84687434093, 12.3326546678
0.16666666666666666, 0.125, 7.41205313881, 14.3525978087
0.16666666666666666, 0.1111111111111111, 9.05821643348, 16.3852681045
0.16666666666666666, 0.1, 10.9294416695, 18.6250387904
0.14285714285714285, 1.0, 1.28713552389, 4.67636303538
0.14285714285714285, 0.5, 1.77803433917, 5.83868834684
0.14285714285714285, 0.3333333333333333, 2.43214343483, 7.13228553466
0.14285714285714285, 0.25, 3.21807931261, 8.54909495768
0.14285714285714285, 0.2, 4.35820950968, 10.2918774567
0.14285714285714285, 0.16666666666666666, 5.83678414142, 12.3218805506
0.14285714285714285, 0.14285714285714285, 7.60082455066, 14.6087315154
0.14285714285714285, 0.125, 9.82465499122, 17.3061812751
0.14285714285714285, 0.1111111111111111, 12.2725065188, 20.1992852466
0.14285714285714285, 0.1, 15.0441510969, 23.3641640812
0.125, 1.0, 1.51763321907, 5.16825897894
0.125, 0.5, 2.11214111691, 6.46755231571
0.125, 0.3333333333333333, 2.94271577742, 7.9846729432
0.125, 0.25, 4.07328311798, 9.79301171998
0.125, 0.2, 5.50341499419, 11.8432363815
0.125, 0.16666666666666666, 7.28170618861, 14.1998941329
0.125, 0.14285714285714285, 9.83560626345, 17.3125281588
0.125, 0.125, 12.8565220651, 20.8661701064
0.125, 0.1111111111111111, 16.4171810257, 24.9021081871
0.125, 0.1, 20.4047557315, 29.3288316296
0.1111111111111111, 1.0, 1.74286421011, 5.63745262876
0.1111111111111111, 0.5, 2.47087821361, 7.08976771262
0.1111111111111111, 0.3333333333333333, 3.5273163492, 8.88159147651
0.1111111111111111, 0.25, 4.89780948896, 10.9417278106
0.1111111111111111, 0.2, 6.58488133774, 13.2876580239
0.1111111111111111, 0.16666666666666666, 9.00037588417, 16.3255629781
0.1111111111111111, 0.14285714285714285, 12.27876062, 20.2088323916
0.1111111111111111, 0.125, 16.3786797266, 24.865727382
0.1111111111111111, 0.1111111111111111, 21.12948574, 30.1196591611
0.1111111111111111, 0.1, 26.4869426886, 35.9616597774
0.1, 1.0, 1.95660458956, 6.05635478221
0.1, 0.5, 2.81347589953, 7.6753793862
0.1, 0.3333333333333333, 4.14514107678, 9.77469002592
0.1, 0.25, 5.7927868383, 12.1493858078
0.1, 0.2, 7.99850344227, 15.0567313164
0.1, 0.16666666666666666, 10.9544875129, 18.653100338
0.1, 0.14285714285714285, 15.3331156509, 23.688683678
0.1, 0.125, 20.4214463315, 29.3514431049
0.1, 0.1111111111111111, 26.8656657883, 36.3510810055
0.1, 0.1, 33.1685245503, 43.1701916592
