maxqlen, u1, u2, avgwait, avgtottime, avgn, avgempty, avgleft
0.1, 0.14285714285714285, 0.1, 14.5937073198, 22.8683844992, 4.76362120712, 0.279247888938, 0.0
0.2, 0.14285714285714285, 0.1, 14.6224785175, 22.8850314441, 4.78541264737, 0.274550394803, 0.0
0.3, 0.14285714285714285, 0.1, 14.423612873, 22.6869422009, 4.75090069396, 0.272271876061, 0.0
0.4, 0.14285714285714285, 0.1, 14.3515813652, 22.6145750433, 4.73877461608, 0.272239002491, 0.0
0.5, 0.14285714285714285, 0.1, 14.2446213969, 22.5070942746, 4.70775900286, 0.274043128037, 0.0
