u1, u2, avgwait, avgtottime, avgn, avgempty, avgleft
1.0, 1.0, 0.0921063641246, 1.0933320393, 0.716942263369, 0.908443388898, 0.0
1.0, 0.5, 0.213171987568, 1.70267023772, 0.834644207142, 0.870571125122, 0.0
1.0, 0.3333333333333333, 0.389429276564, 2.33829139325, 0.95866686314, 0.838192731332, 0.0
1.0, 0.25, 0.595185183029, 2.96080192957, 1.08132764693, 0.813321031705, 0.0
1.0, 0.2, 0.826781029344, 3.57610470344, 1.20137722393, 0.791907845845, 0.0
1.0, 0.16666666666666666, 1.04931980539, 4.1361006084, 1.30654377111, 0.776733118226, 0.0
1.0, 0.14285714285714285, 1.28582298056, 4.67194167339, 1.40956115193, 0.764693802155, 0.0
1.0, 0.125, 1.51974131495, 5.17804537574, 1.50466937729, 0.754719409512, 0.0
1.0, 0.1111111111111111, 1.73652688374, 5.62697201246, 1.58932005902, 0.748960601105, 0.0
1.0, 0.1, 1.95545869124, 6.06448363418, 1.67016288594, 0.743041866176, 0.0
0.5, 1.0, 0.21440640385, 1.70319628591, 0.836653208038, 0.869454652358, 0.0
0.5, 0.5, 0.355851111476, 2.35770356288, 0.964138282705, 0.826317643554, 0.0
0.5, 0.3333333333333333, 0.558806347046, 3.04442902402, 1.09849482034, 0.789717418288, 0.0
0.5, 0.25, 0.818755724261, 3.75623216613, 1.23964062547, 0.758053123369, 0.0
0.5, 0.2, 1.11295483256, 4.45759286842, 1.37487851984, 0.731808765916, 0.0
0.5, 0.16666666666666666, 1.42364774016, 5.14283619589, 1.50266328264, 0.711611032844, 0.0
0.5, 0.14285714285714285, 1.77509441634, 5.83195844767, 1.63534389741, 0.693465180345, 0.0
0.5, 0.125, 2.1063060929, 6.45231245769, 1.75367964132, 0.680178230781, 0.0
0.5, 0.1111111111111111, 2.46298041792, 7.0799955391, 1.8683855047, 0.668423912522, 0.0
0.5, 0.1, 2.80277456595, 7.66564840092, 1.97429985986, 0.6598104765, 0.0
0.3333333333333333, 1.0, 0.390561096681, 2.33743667759, 0.960449416779, 0.837837936249, 0.0
0.3333333333333333, 0.5, 0.560996034575, 3.04491444811, 1.09811498971, 0.789483352539, 0.0
0.3333333333333333, 0.3333333333333333, 0.812086623852, 3.80986874237, 1.24943575717, 0.745830732839, 0.0
0.3333333333333333, 0.25, 1.13060553081, 4.61094723338, 1.40319502438, 0.709040731633, 0.0
0.3333333333333333, 0.2, 1.50883259647, 5.43922002869, 1.56242975968, 0.675163603699, 0.0
0.3333333333333333, 0.16666666666666666, 1.94174051932, 6.27774674849, 1.72462344613, 0.649247110717, 0.0
0.3333333333333333, 0.14285714285714285, 2.46902872288, 7.18517959777, 1.89923386144, 0.626085432352, 0.0
0.3333333333333333, 0.125, 2.94676347931, 7.98713443027, 2.05151764918, 0.606672096258, 0.0
0.3333333333333333, 0.1111111111111111, 3.52782532888, 8.88075053661, 2.21009740858, 0.591598332373, 0.0
0.3333333333333333, 0.1, 4.15903922607, 9.78857542768, 2.37893952386, 0.578385300885, 0.0
0.25, 1.0, 0.595897430615, 2.96165072837, 1.0812781361, 0.813040456421, 0.0
0.25, 0.5, 0.815672741246, 3.74925888284, 1.23618174015, 0.758271293947, 0.0
0.25, 0.3333333333333333, 1.12899186854, 4.61285861272, 1.40496059104, 0.708680964603, 0.0
0.25, 0.25, 1.52780827801, 5.52903003842, 1.5805757294, 0.66444281402, 0.0
0.25, 0.2, 2.0485113006, 6.53686033175, 1.77952677023, 0.623346032437, 0.0
0.25, 0.16666666666666666, 2.61787749157, 7.5533738078, 1.96979088265, 0.590196584395, 0.0
0.25, 0.14285714285714285, 3.23808992095, 8.55927214986, 2.15842354179, 0.56160233593, 0.0
0.25, 0.125, 4.06550828746, 9.78024078495, 2.39441671982, 0.534376832015, 0.0
0.25, 0.1111111111111111, 4.9393392412, 10.9840790442, 2.615253454, 0.515208310224, 0.0
0.25, 0.1, 5.80711128365, 12.1636107573, 2.82684809747, 0.497461362236, 0.0
0.2, 1.0, 0.816980158562, 3.55843973269, 1.19489666579, 0.793737628208, 0.0
0.2, 0.5, 1.10863880024, 4.45767497258, 1.37186371991, 0.73253071467, 0.0
0.2, 0.3333333333333333, 1.51016820514, 5.44295234288, 1.56623339332, 0.67546549355, 0.0
0.2, 0.25, 2.0370107677, 6.51244840683, 1.77292042501, 0.62488729519, 0.0
0.2, 0.2, 2.69036700851, 7.68904010303, 1.99994907042, 0.57787728397, 0.0
0.2, 0.16666666666666666, 3.50162066016, 9.00000055395, 2.24563461699, 0.536571382359, 0.0
